"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"06.06.2018 07:45 - 06.06.2018 08:00","61773","65160"
"06.06.2018 08:00 - 06.06.2018 08:15","62914","66350"
"06.06.2018 08:15 - 06.06.2018 08:30","63408","67074"
"06.06.2018 08:30 - 06.06.2018 08:45","63925","67461"
"06.06.2018 08:45 - 06.06.2018 09:00","64152","67568"
"06.06.2018 09:00 - 06.06.2018 09:15","64025","67399"
"06.06.2018 09:15 - 06.06.2018 09:30","64631","67783"
"06.06.2018 09:30 - 06.06.2018 09:45","64944","68257"
"06.06.2018 09:45 - 06.06.2018 10:00","65386","68530"
"06.06.2018 10:00 - 06.06.2018 10:15","65628","68969"
"06.06.2018 10:15 - 06.06.2018 10:30","65755","69379"
"06.06.2018 10:30 - 06.06.2018 10:45","66058","69934"
"06.06.2018 10:45 - 06.06.2018 11:00","66333","69970"
"06.06.2018 11:00 - 06.06.2018 11:15","66734","70881"
"06.06.2018 11:15 - 06.06.2018 11:30","67053","70714"
"06.06.2018 11:30 - 06.06.2018 11:45","67337","71161"
"06.06.2018 11:45 - 06.06.2018 12:00","66714","71191"
"06.06.2018 12:00 - 06.06.2018 12:15","66616","70718"
"06.06.2018 12:15 - 06.06.2018 12:30","66558","70693"
"06.06.2018 12:30 - 06.06.2018 12:45","66383","70819"
"06.06.2018 12:45 - 06.06.2018 13:00","66596","71214"
"06.06.2018 13:00 - 06.06.2018 13:15","66272","71664"
"06.06.2018 13:15 - 06.06.2018 13:30","66235","71387"
"06.06.2018 13:30 - 06.06.2018 13:45","65599","70990"
"06.06.2018 13:45 - 06.06.2018 14:00","65148","70158"
"06.06.2018 14:00 - 06.06.2018 14:15","64866","69907"
"06.06.2018 14:15 - 06.06.2018 14:30","64519","70167"
"06.06.2018 14:30 - 06.06.2018 14:45","64456","69970"
"06.06.2018 14:45 - 06.06.2018 15:00","64630","69468"
"06.06.2018 15:00 - 06.06.2018 15:15","64853","69171"
"06.06.2018 15:15 - 06.06.2018 15:30","64017","68922"
"06.06.2018 15:30 - 06.06.2018 15:45","63718","68692"
"06.06.2018 15:45 - 06.06.2018 16:00","63320","67804"
"06.06.2018 16:00 - 06.06.2018 16:15","63246","67346"
"06.06.2018 16:15 - 06.06.2018 16:30","63198","66842"
"06.06.2018 16:30 - 06.06.2018 16:45","63135","66462"
"06.06.2018 16:45 - 06.06.2018 17:00","62572","66329"
"06.06.2018 17:00 - 06.06.2018 17:15","62463","66369"
"06.06.2018 17:15 - 06.06.2018 17:30","62263","66568"
"06.06.2018 17:30 - 06.06.2018 17:45","62131","66675"
"06.06.2018 17:45 - 06.06.2018 18:00","62356","66639"
"06.06.2018 18:00 - 06.06.2018 18:15","61862","65567"
"06.06.2018 18:15 - 06.06.2018 18:30","61903","65669"
"06.06.2018 18:30 - 06.06.2018 18:45","62134","65498"
"06.06.2018 18:45 - 06.06.2018 19:00","61758","65526"
"06.06.2018 19:00 - 06.06.2018 19:15","61561","64776"
"06.06.2018 19:15 - 06.06.2018 19:30","61231","64566"
"06.06.2018 19:30 - 06.06.2018 19:45","60879","64462"
"06.06.2018 19:45 - 06.06.2018 20:00","60312","64710"
"06.06.2018 20:00 - 06.06.2018 20:15","60015","64000"
"06.06.2018 20:15 - 06.06.2018 20:30","59145","63327"
"06.06.2018 20:30 - 06.06.2018 20:45","58582","62504"
"06.06.2018 20:45 - 06.06.2018 21:00","57978","61735"
"06.06.2018 21:00 - 06.06.2018 21:15","57196","61174"
"06.06.2018 21:15 - 06.06.2018 21:30","56921","60405"
"06.06.2018 21:30 - 06.06.2018 21:45","56327","59932"
"06.06.2018 21:45 - 06.06.2018 22:00","55916","59208"
"06.06.2018 22:00 - 06.06.2018 22:15","55644","58871"
"06.06.2018 22:15 - 06.06.2018 22:30","54256","58487"
"06.06.2018 22:30 - 06.06.2018 22:45","53745","57628"
"06.06.2018 22:45 - 06.06.2018 23:00","52207","56810"
"06.06.2018 23:00 - 06.06.2018 23:15","51279","55408"
"06.06.2018 23:15 - 06.06.2018 23:30","50195","54255"
"06.06.2018 23:30 - 06.06.2018 23:45","48989","53312"
"06.06.2018 23:45 - 07.06.2018 00:00","48353","52579"
"07.06.2018 00:00 - 07.06.2018 00:15","47344","51636"
"07.06.2018 00:15 - 07.06.2018 00:30","46652","50993"
"07.06.2018 00:30 - 07.06.2018 00:45","46124","50269"
"07.06.2018 00:45 - 07.06.2018 01:00","45554","49712"
"07.06.2018 01:00 - 07.06.2018 01:15","45007","48992"
"07.06.2018 01:15 - 07.06.2018 01:30","44723","48436"
"07.06.2018 01:30 - 07.06.2018 01:45","44475","48017"
"07.06.2018 01:45 - 07.06.2018 02:00","44143","47468"
"07.06.2018 02:00 - 07.06.2018 02:15","43763","47267"
"07.06.2018 02:15 - 07.06.2018 02:30","43620","46519"
"07.06.2018 02:30 - 07.06.2018 02:45","43654","46699"
"07.06.2018 02:45 - 07.06.2018 03:00","43678","46635"
"07.06.2018 03:00 - 07.06.2018 03:15","43783","46753"
"07.06.2018 03:15 - 07.06.2018 03:30","43815","46437"
"07.06.2018 03:30 - 07.06.2018 03:45","43807","46557"
"07.06.2018 03:45 - 07.06.2018 04:00","43834","46554"
"07.06.2018 04:00 - 07.06.2018 04:15","44259","46724"
"07.06.2018 04:15 - 07.06.2018 04:30","44460","47087"
"07.06.2018 04:30 - 07.06.2018 04:45","44866","47557"
"07.06.2018 04:45 - 07.06.2018 05:00","45273","47871"
"07.06.2018 05:00 - 07.06.2018 05:15","46317","48666"
"07.06.2018 05:15 - 07.06.2018 05:30","46826","49338"
"07.06.2018 05:30 - 07.06.2018 05:45","47841","50765"
"07.06.2018 05:45 - 07.06.2018 06:00","49232","51804"
"07.06.2018 06:00 - 07.06.2018 06:15","52011","55004"
"07.06.2018 06:15 - 07.06.2018 06:30","54135","57557"
"07.06.2018 06:30 - 07.06.2018 06:45","55879","59595"
"07.06.2018 06:45 - 07.06.2018 07:00","57309","61047"
"07.06.2018 07:00 - 07.06.2018 07:15","59080","62739"
"07.06.2018 07:15 - 07.06.2018 07:30","60164","63824"
"07.06.2018 07:30 - 07.06.2018 07:45","61178","64945"
"07.06.2018 07:45 - 07.06.2018 08:00","61962","65975"
"07.06.2018 08:00 - 07.06.2018 08:15","62773","66611"
"07.06.2018 08:15 - 07.06.2018 08:30","63213","67314"
"07.06.2018 08:30 - 07.06.2018 08:45","63603","67711"
"07.06.2018 08:45 - 07.06.2018 09:00","63688","67936"
"07.06.2018 09:00 - 07.06.2018 09:15","63482","67589"
"07.06.2018 09:15 - 07.06.2018 09:30","63786","67814"
"07.06.2018 09:30 - 07.06.2018 09:45","64223","68477"
"07.06.2018 09:45 - 07.06.2018 10:00","64398","68951"
"07.06.2018 10:00 - 07.06.2018 10:15","64703","69444"
"07.06.2018 10:15 - 07.06.2018 10:30","64921","69675"
"07.06.2018 10:30 - 07.06.2018 10:45","65181","70003"
"07.06.2018 10:45 - 07.06.2018 11:00","65465","70405"
"07.06.2018 11:00 - 07.06.2018 11:15","65844","70869"
"07.06.2018 11:15 - 07.06.2018 11:30","66226","71058"
"07.06.2018 11:30 - 07.06.2018 11:45","66584","71339"
"07.06.2018 11:45 - 07.06.2018 12:00","66023","71468"
"07.06.2018 12:00 - 07.06.2018 12:15","66009","71413"
"07.06.2018 12:15 - 07.06.2018 12:30","66062","71390"
"07.06.2018 12:30 - 07.06.2018 12:45","65856","70903"
"07.06.2018 12:45 - 07.06.2018 13:00","65864","70990"
"07.06.2018 13:00 - 07.06.2018 13:15","65433","70837"
"07.06.2018 13:15 - 07.06.2018 13:30","65543","70698"
"07.06.2018 13:30 - 07.06.2018 13:45","65345","70381"
"07.06.2018 13:45 - 07.06.2018 14:00","64727","69575"
"07.06.2018 14:00 - 07.06.2018 14:15","64483","69196"
"07.06.2018 14:15 - 07.06.2018 14:30","64191","69458"
"07.06.2018 14:30 - 07.06.2018 14:45","64204","69131"
"07.06.2018 14:45 - 07.06.2018 15:00","64425","68680"
"07.06.2018 15:00 - 07.06.2018 15:15","64435","68941"
"07.06.2018 15:15 - 07.06.2018 15:30","63442","68942"
"07.06.2018 15:30 - 07.06.2018 15:45","63177","68614"
"07.06.2018 15:45 - 07.06.2018 16:00","62857","67923"
"07.06.2018 16:00 - 07.06.2018 16:15","62739","67851"
"07.06.2018 16:15 - 07.06.2018 16:30","62553","67361"
"07.06.2018 16:30 - 07.06.2018 16:45","62466","66994"
"07.06.2018 16:45 - 07.06.2018 17:00","61744","66806"
"07.06.2018 17:00 - 07.06.2018 17:15","61619","66645"
"07.06.2018 17:15 - 07.06.2018 17:30","61527","66907"
"07.06.2018 17:30 - 07.06.2018 17:45","61594","66896"
"07.06.2018 17:45 - 07.06.2018 18:00","61449","66796"
"07.06.2018 18:00 - 07.06.2018 18:15","60876","66117"
"07.06.2018 18:15 - 07.06.2018 18:30","60705","65974"
"07.06.2018 18:30 - 07.06.2018 18:45","60820","66075"
"07.06.2018 18:45 - 07.06.2018 19:00","60790","66093"
"07.06.2018 19:00 - 07.06.2018 19:15","60612","65774"
"07.06.2018 19:15 - 07.06.2018 19:30","60213","65367"
"07.06.2018 19:30 - 07.06.2018 19:45","59998","64885"
"07.06.2018 19:45 - 07.06.2018 20:00","59643","64573"
"07.06.2018 20:00 - 07.06.2018 20:15","59170","63692"
"07.06.2018 20:15 - 07.06.2018 20:30","58465","63107"
"07.06.2018 20:30 - 07.06.2018 20:45","57676","62208"
"07.06.2018 20:45 - 07.06.2018 21:00","56984","61506"
"07.06.2018 21:00 - 07.06.2018 21:15","56223","60896"
"07.06.2018 21:15 - 07.06.2018 21:30","55915","60327"
"07.06.2018 21:30 - 07.06.2018 21:45","55436","59613"
"07.06.2018 21:45 - 07.06.2018 22:00","55074","58978"
"07.06.2018 22:00 - 07.06.2018 22:15","54831","58418"
"07.06.2018 22:15 - 07.06.2018 22:30","53859","57562"
"07.06.2018 22:30 - 07.06.2018 22:45","52879","56419"
"07.06.2018 22:45 - 07.06.2018 23:00","51639","55252"
"07.06.2018 23:00 - 07.06.2018 23:15","50357","54269"
"07.06.2018 23:15 - 07.06.2018 23:30","49386","53284"
"07.06.2018 23:30 - 07.06.2018 23:45","48465","52350"
"07.06.2018 23:45 - 08.06.2018 00:00","47676","51832"
"08.06.2018 00:00 - 08.06.2018 00:15","47936","50861"
"08.06.2018 00:15 - 08.06.2018 00:30","47192","50224"
"08.06.2018 00:30 - 08.06.2018 00:45","46687","50125"
"08.06.2018 00:45 - 08.06.2018 01:00","46194","49438"
"08.06.2018 01:00 - 08.06.2018 01:15","45642","48920"
"08.06.2018 01:15 - 08.06.2018 01:30","45127","48574"
"08.06.2018 01:30 - 08.06.2018 01:45","44911","47722"
"08.06.2018 01:45 - 08.06.2018 02:00","44501","47437"
"08.06.2018 02:00 - 08.06.2018 02:15","44194","46890"
"08.06.2018 02:15 - 08.06.2018 02:30","44007","46645"
"08.06.2018 02:30 - 08.06.2018 02:45","44066","46692"
"08.06.2018 02:45 - 08.06.2018 03:00","44079","46638"
"08.06.2018 03:00 - 08.06.2018 03:15","44151","47098"
"08.06.2018 03:15 - 08.06.2018 03:30","44140","47110"
"08.06.2018 03:30 - 08.06.2018 03:45","44171","47072"
"08.06.2018 03:45 - 08.06.2018 04:00","44199","47227"
"08.06.2018 04:00 - 08.06.2018 04:15","44583","47169"
"08.06.2018 04:15 - 08.06.2018 04:30","44814","47251"
"08.06.2018 04:30 - 08.06.2018 04:45","45254","47772"
"08.06.2018 04:45 - 08.06.2018 05:00","45719","48084"
"08.06.2018 05:00 - 08.06.2018 05:15","46608","48787"
"08.06.2018 05:15 - 08.06.2018 05:30","46965","49453"
"08.06.2018 05:30 - 08.06.2018 05:45","47930","50504"
"08.06.2018 05:45 - 08.06.2018 06:00","49114","52027"
"08.06.2018 06:00 - 08.06.2018 06:15","51874","54971"
"08.06.2018 06:15 - 08.06.2018 06:30","53930","57119"
"08.06.2018 06:30 - 08.06.2018 06:45","55576","59117"
"08.06.2018 06:45 - 08.06.2018 07:00","56951","60569"
"08.06.2018 07:00 - 08.06.2018 07:15","58533","62373"
"08.06.2018 07:15 - 08.06.2018 07:30","59621","63693"
"08.06.2018 07:30 - 08.06.2018 07:45","60770","64639"
"08.06.2018 07:45 - 08.06.2018 08:00","61515","65552"
"08.06.2018 08:00 - 08.06.2018 08:15","62602","66452"
"08.06.2018 08:15 - 08.06.2018 08:30","63160","66998"
"08.06.2018 08:30 - 08.06.2018 08:45","63669","67061"
"08.06.2018 08:45 - 08.06.2018 09:00","63768","67329"
"08.06.2018 09:00 - 08.06.2018 09:15","63598","67177"
"08.06.2018 09:15 - 08.06.2018 09:30","64212","67842"
"08.06.2018 09:30 - 08.06.2018 09:45","64561","68368"
"08.06.2018 09:45 - 08.06.2018 10:00","64900","68690"
"08.06.2018 10:00 - 08.06.2018 10:15","65171","69151"
"08.06.2018 10:15 - 08.06.2018 10:30","65330","69928"
"08.06.2018 10:30 - 08.06.2018 10:45","65551","70173"
"08.06.2018 10:45 - 08.06.2018 11:00","65712","70649"
"08.06.2018 11:00 - 08.06.2018 11:15","66347","70899"
"08.06.2018 11:15 - 08.06.2018 11:30","66601","71428"
"08.06.2018 11:30 - 08.06.2018 11:45","66979","71411"
"08.06.2018 11:45 - 08.06.2018 12:00","66374","71841"
"08.06.2018 12:00 - 08.06.2018 12:15","66399","71509"
"08.06.2018 12:15 - 08.06.2018 12:30","66413","71128"
"08.06.2018 12:30 - 08.06.2018 12:45","66135","70724"
"08.06.2018 12:45 - 08.06.2018 13:00","66051","70184"
"08.06.2018 13:00 - 08.06.2018 13:15","65581","69926"
"08.06.2018 13:15 - 08.06.2018 13:30","65452","69757"
"08.06.2018 13:30 - 08.06.2018 13:45","64641","68964"
"08.06.2018 13:45 - 08.06.2018 14:00","64221","68401"
"08.06.2018 14:00 - 08.06.2018 14:15","63477","68020"
"08.06.2018 14:15 - 08.06.2018 14:30","63232","68117"
"08.06.2018 14:30 - 08.06.2018 14:45","63097","66807"
"08.06.2018 14:45 - 08.06.2018 15:00","63218","66580"
"08.06.2018 15:00 - 08.06.2018 15:15","63375","66682"
"08.06.2018 15:15 - 08.06.2018 15:30","62701","65911"
"08.06.2018 15:30 - 08.06.2018 15:45","62338","65776"
"08.06.2018 15:45 - 08.06.2018 16:00","61932","65118"
"08.06.2018 16:00 - 08.06.2018 16:15","61960","64910"
"08.06.2018 16:15 - 08.06.2018 16:30","61703","64391"
"08.06.2018 16:30 - 08.06.2018 16:45","61757","65279"
"08.06.2018 16:45 - 08.06.2018 17:00","61191","65345"
"08.06.2018 17:00 - 08.06.2018 17:15","61069","65467"
"08.06.2018 17:15 - 08.06.2018 17:30","60933","65478"
"08.06.2018 17:30 - 08.06.2018 17:45","60731","65479"
"08.06.2018 17:45 - 08.06.2018 18:00","60804","65139"
"08.06.2018 18:00 - 08.06.2018 18:15","60263","64612"
"08.06.2018 18:15 - 08.06.2018 18:30","60081","64191"
"08.06.2018 18:30 - 08.06.2018 18:45","60303","64074"
"08.06.2018 18:45 - 08.06.2018 19:00","60124","63814"
"08.06.2018 19:00 - 08.06.2018 19:15","59724","63710"
"08.06.2018 19:15 - 08.06.2018 19:30","59397","63346"
"08.06.2018 19:30 - 08.06.2018 19:45","58968","62849"
"08.06.2018 19:45 - 08.06.2018 20:00","58456","62477"
"08.06.2018 20:00 - 08.06.2018 20:15","57981","61511"
"08.06.2018 20:15 - 08.06.2018 20:30","57202","60662"
"08.06.2018 20:30 - 08.06.2018 20:45","56512","60090"
"08.06.2018 20:45 - 08.06.2018 21:00","55890","59207"
"08.06.2018 21:00 - 08.06.2018 21:15","55030","58537"
"08.06.2018 21:15 - 08.06.2018 21:30","54795","57949"
"08.06.2018 21:30 - 08.06.2018 21:45","54407","57276"
"08.06.2018 21:45 - 08.06.2018 22:00","54007","56646"
"08.06.2018 22:00 - 08.06.2018 22:15","53985","56279"
"08.06.2018 22:15 - 08.06.2018 22:30","52928","55726"
"08.06.2018 22:30 - 08.06.2018 22:45","52407","55018"
"08.06.2018 22:45 - 08.06.2018 23:00","51221","54142"
"08.06.2018 23:00 - 08.06.2018 23:15","50251","53077"
"08.06.2018 23:15 - 08.06.2018 23:30","49227","52107"
"08.06.2018 23:30 - 08.06.2018 23:45","48162","51531"
"08.06.2018 23:45 - 09.06.2018 00:00","47243","50654"
"09.06.2018 00:00 - 09.06.2018 00:15","45836","49849"
"09.06.2018 00:15 - 09.06.2018 00:30","45211","49236"
"09.06.2018 00:30 - 09.06.2018 00:45","44601","48402"
"09.06.2018 00:45 - 09.06.2018 01:00","44064","47740"
"09.06.2018 01:00 - 09.06.2018 01:15","43381","47041"
"09.06.2018 01:15 - 09.06.2018 01:30","43008","46701"
"09.06.2018 01:30 - 09.06.2018 01:45","42618","46222"
"09.06.2018 01:45 - 09.06.2018 02:00","42318","45936"
"09.06.2018 02:00 - 09.06.2018 02:15","41867","45083"
"09.06.2018 02:15 - 09.06.2018 02:30","41549","44830"
"09.06.2018 02:30 - 09.06.2018 02:45","41411","44593"
"09.06.2018 02:45 - 09.06.2018 03:00","41322","44411"
"09.06.2018 03:00 - 09.06.2018 03:15","41211","44166"
"09.06.2018 03:15 - 09.06.2018 03:30","41125","43948"
"09.06.2018 03:30 - 09.06.2018 03:45","41036","43717"
"09.06.2018 03:45 - 09.06.2018 04:00","40975","43635"
"09.06.2018 04:00 - 09.06.2018 04:15","41008","43881"
"09.06.2018 04:15 - 09.06.2018 04:30","41046","43974"
"09.06.2018 04:30 - 09.06.2018 04:45","41109","43923"
"09.06.2018 04:45 - 09.06.2018 05:00","41077","43468"
"09.06.2018 05:00 - 09.06.2018 05:15","41143","43496"
"09.06.2018 05:15 - 09.06.2018 05:30","41006","43382"
"09.06.2018 05:30 - 09.06.2018 05:45","41087","43656"
"09.06.2018 05:45 - 09.06.2018 06:00","41302","43981"
"09.06.2018 06:00 - 09.06.2018 06:15","41798","45105"
"09.06.2018 06:15 - 09.06.2018 06:30","42625","45726"
"09.06.2018 06:30 - 09.06.2018 06:45","43241","46539"
"09.06.2018 06:45 - 09.06.2018 07:00","43818","47204"
"09.06.2018 07:00 - 09.06.2018 07:15","44517","49313"
"09.06.2018 07:15 - 09.06.2018 07:30","45294","50557"
"09.06.2018 07:30 - 09.06.2018 07:45","46562","51967"
"09.06.2018 07:45 - 09.06.2018 08:00","47714","52846"
"09.06.2018 08:00 - 09.06.2018 08:15","48970","54313"
"09.06.2018 08:15 - 09.06.2018 08:30","49874","55157"
"09.06.2018 08:30 - 09.06.2018 08:45","50787","55816"
"09.06.2018 08:45 - 09.06.2018 09:00","51355","56275"
"09.06.2018 09:00 - 09.06.2018 09:15","52063","57053"
"09.06.2018 09:15 - 09.06.2018 09:30","52817","57509"
"09.06.2018 09:30 - 09.06.2018 09:45","53488","58167"
"09.06.2018 09:45 - 09.06.2018 10:00","54052","58312"
"09.06.2018 10:00 - 09.06.2018 10:15","54424","58694"
"09.06.2018 10:15 - 09.06.2018 10:30","54860","58847"
"09.06.2018 10:30 - 09.06.2018 10:45","55152","58905"
"09.06.2018 10:45 - 09.06.2018 11:00","55400","58640"
"09.06.2018 11:00 - 09.06.2018 11:15","55770","59226"
"09.06.2018 11:15 - 09.06.2018 11:30","56056","59345"
"09.06.2018 11:30 - 09.06.2018 11:45","56467","59610"
"09.06.2018 11:45 - 09.06.2018 12:00","55630","59373"
"09.06.2018 12:00 - 09.06.2018 12:15","55653","59129"
"09.06.2018 12:15 - 09.06.2018 12:30","55556","59007"
"09.06.2018 12:30 - 09.06.2018 12:45","54984","58654"
"09.06.2018 12:45 - 09.06.2018 13:00","54694","58078"
"09.06.2018 13:00 - 09.06.2018 13:15","53727","57635"
"09.06.2018 13:15 - 09.06.2018 13:30","53487","57392"
"09.06.2018 13:30 - 09.06.2018 13:45","53277","56811"
"09.06.2018 13:45 - 09.06.2018 14:00","52499","56564"
"09.06.2018 14:00 - 09.06.2018 14:15","52238","55978"
"09.06.2018 14:15 - 09.06.2018 14:30","51684","56320"
"09.06.2018 14:30 - 09.06.2018 14:45","51560","56305"
"09.06.2018 14:45 - 09.06.2018 15:00","51842","55805"
"09.06.2018 15:00 - 09.06.2018 15:15","52022","55844"
"09.06.2018 15:15 - 09.06.2018 15:30","51336","55169"
"09.06.2018 15:30 - 09.06.2018 15:45","51134","54817"
"09.06.2018 15:45 - 09.06.2018 16:00","51027","54727"
"09.06.2018 16:00 - 09.06.2018 16:15","51101","54315"
"09.06.2018 16:15 - 09.06.2018 16:30","51465","53825"
"09.06.2018 16:30 - 09.06.2018 16:45","51600","53844"
"09.06.2018 16:45 - 09.06.2018 17:00","51048","53659"
"09.06.2018 17:00 - 09.06.2018 17:15","51327","54139"
"09.06.2018 17:15 - 09.06.2018 17:30","51390","54263"
"09.06.2018 17:30 - 09.06.2018 17:45","51789","54442"
"09.06.2018 17:45 - 09.06.2018 18:00","51687","54473"
"09.06.2018 18:00 - 09.06.2018 18:15","51779","54322"
"09.06.2018 18:15 - 09.06.2018 18:30","51864","54137"
"09.06.2018 18:30 - 09.06.2018 18:45","51948","54320"
"09.06.2018 18:45 - 09.06.2018 19:00","51931","54458"
"09.06.2018 19:00 - 09.06.2018 19:15","51898","54760"
"09.06.2018 19:15 - 09.06.2018 19:30","51655","54016"
"09.06.2018 19:30 - 09.06.2018 19:45","51366","53496"
"09.06.2018 19:45 - 09.06.2018 20:00","50493","53099"
"09.06.2018 20:00 - 09.06.2018 20:15","50444","52814"
"09.06.2018 20:15 - 09.06.2018 20:30","49983","51977"
"09.06.2018 20:30 - 09.06.2018 20:45","48781","51443"
"09.06.2018 20:45 - 09.06.2018 21:00","48606","50882"
"09.06.2018 21:00 - 09.06.2018 21:15","47844","50587"
"09.06.2018 21:15 - 09.06.2018 21:30","47733","49795"
"09.06.2018 21:30 - 09.06.2018 21:45","47793","49565"
"09.06.2018 21:45 - 09.06.2018 22:00","47773","49672"
"09.06.2018 22:00 - 09.06.2018 22:15","48293","49857"
"09.06.2018 22:15 - 09.06.2018 22:30","47722","49532"
"09.06.2018 22:30 - 09.06.2018 22:45","47056","48957"
"09.06.2018 22:45 - 09.06.2018 23:00","46081","48149"
"09.06.2018 23:00 - 09.06.2018 23:15","45129","47536"
"09.06.2018 23:15 - 09.06.2018 23:30","44298","46731"
"09.06.2018 23:30 - 09.06.2018 23:45","43570","45575"
"09.06.2018 23:45 - 10.06.2018 00:00","42878","44849"
"10.06.2018 00:00 - 10.06.2018 00:15","41381","44303"
"10.06.2018 00:15 - 10.06.2018 00:30","40823","43582"
"10.06.2018 00:30 - 10.06.2018 00:45","40194","42990"
"10.06.2018 00:45 - 10.06.2018 01:00","39704","42366"
"10.06.2018 01:00 - 10.06.2018 01:15","39158","41539"
"10.06.2018 01:15 - 10.06.2018 01:30","38795","41186"
"10.06.2018 01:30 - 10.06.2018 01:45","38466","40748"
"10.06.2018 01:45 - 10.06.2018 02:00","38142","40424"
"10.06.2018 02:00 - 10.06.2018 02:15","37878","40105"
"10.06.2018 02:15 - 10.06.2018 02:30","37657","39914"
"10.06.2018 02:30 - 10.06.2018 02:45","37517","39629"
"10.06.2018 02:45 - 10.06.2018 03:00","37419","39391"
"10.06.2018 03:00 - 10.06.2018 03:15","37356","39313"
"10.06.2018 03:15 - 10.06.2018 03:30","37290","38926"
"10.06.2018 03:30 - 10.06.2018 03:45","37175","38763"
"10.06.2018 03:45 - 10.06.2018 04:00","37152","38695"
"10.06.2018 04:00 - 10.06.2018 04:15","37215","38847"
"10.06.2018 04:15 - 10.06.2018 04:30","37233","38795"
"10.06.2018 04:30 - 10.06.2018 04:45","37251","38591"
"10.06.2018 04:45 - 10.06.2018 05:00","37210","38217"
"10.06.2018 05:00 - 10.06.2018 05:15","37203","38284"
"10.06.2018 05:15 - 10.06.2018 05:30","36994","37947"
"10.06.2018 05:30 - 10.06.2018 05:45","37039","37831"
"10.06.2018 05:45 - 10.06.2018 06:00","37060","38081"
"10.06.2018 06:00 - 10.06.2018 06:15","37239","38320"
"10.06.2018 06:15 - 10.06.2018 06:30","37662","38784"
"10.06.2018 06:30 - 10.06.2018 06:45","38007","39260"
"10.06.2018 06:45 - 10.06.2018 07:00","38423","39738"
"10.06.2018 07:00 - 10.06.2018 07:15","38987","40779"
"10.06.2018 07:15 - 10.06.2018 07:30","39602","41263"
"10.06.2018 07:30 - 10.06.2018 07:45","40654","42346"
"10.06.2018 07:45 - 10.06.2018 08:00","41552","43164"
"10.06.2018 08:00 - 10.06.2018 08:15","42638","44239"
"10.06.2018 08:15 - 10.06.2018 08:30","43443","44940"
"10.06.2018 08:30 - 10.06.2018 08:45","44435","45872"
"10.06.2018 08:45 - 10.06.2018 09:00","45197","47010"
"10.06.2018 09:00 - 10.06.2018 09:15","45981","47597"
"10.06.2018 09:15 - 10.06.2018 09:30","46871","48068"
"10.06.2018 09:30 - 10.06.2018 09:45","47528","48826"
"10.06.2018 09:45 - 10.06.2018 10:00","48144","49448"
"10.06.2018 10:00 - 10.06.2018 10:15","48747","49965"
"10.06.2018 10:15 - 10.06.2018 10:30","49302","50497"
"10.06.2018 10:30 - 10.06.2018 10:45","49787","51179"
"10.06.2018 10:45 - 10.06.2018 11:00","50397","51822"
"10.06.2018 11:00 - 10.06.2018 11:15","51102","52738"
"10.06.2018 11:15 - 10.06.2018 11:30","51800","53368"
