"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.11.2018 16:30 - 24.11.2018 16:45","56326","59617"
"24.11.2018 16:45 - 24.11.2018 17:00","57005","60482"
"24.11.2018 17:00 - 24.11.2018 17:15","58513","61219"
"24.11.2018 17:15 - 24.11.2018 17:30","59371","61468"
"24.11.2018 17:30 - 24.11.2018 17:45","59905","61773"
"24.11.2018 17:45 - 24.11.2018 18:00","60204","61472"
"24.11.2018 18:00 - 24.11.2018 18:15","60350","61304"
"24.11.2018 18:15 - 24.11.2018 18:30","60291","61033"
"24.11.2018 18:30 - 24.11.2018 18:45","60098","60913"
"24.11.2018 18:45 - 24.11.2018 19:00","59395","60394"
"24.11.2018 19:00 - 24.11.2018 19:15","59055","59896"
"24.11.2018 19:15 - 24.11.2018 19:30","58468","59305"
"24.11.2018 19:30 - 24.11.2018 19:45","58293","58876"
"24.11.2018 19:45 - 24.11.2018 20:00","57373","57871"
"24.11.2018 20:00 - 24.11.2018 20:15","56662","56877"
"24.11.2018 20:15 - 24.11.2018 20:30","55672","55622"
"24.11.2018 20:30 - 24.11.2018 20:45","54777","54681"
"24.11.2018 20:45 - 24.11.2018 21:00","54176","54031"
"24.11.2018 21:00 - 24.11.2018 21:15","53406","53624"
"24.11.2018 21:15 - 24.11.2018 21:30","52929","53186"
"24.11.2018 21:30 - 24.11.2018 21:45","52936","52675"
"24.11.2018 21:45 - 24.11.2018 22:00","52690","52626"
"24.11.2018 22:00 - 24.11.2018 22:15","53132","53304"
"24.11.2018 22:15 - 24.11.2018 22:30","51730","52796"
"24.11.2018 22:30 - 24.11.2018 22:45","51395","51943"
"24.11.2018 22:45 - 24.11.2018 23:00","50231","51565"
"24.11.2018 23:00 - 24.11.2018 23:15","49468","50441"
"24.11.2018 23:15 - 24.11.2018 23:30","48438","49708"
"24.11.2018 23:30 - 24.11.2018 23:45","47377","48800"
"24.11.2018 23:45 - 25.11.2018 00:00","46810","48251"
"25.11.2018 00:00 - 25.11.2018 00:15","47045","47694"
"25.11.2018 00:15 - 25.11.2018 00:30","46270","46839"
"25.11.2018 00:30 - 25.11.2018 00:45","45752","46469"
"25.11.2018 00:45 - 25.11.2018 01:00","45175","45775"
"25.11.2018 01:00 - 25.11.2018 01:15","44704","45104"
"25.11.2018 01:15 - 25.11.2018 01:30","44199","44574"
"25.11.2018 01:30 - 25.11.2018 01:45","43967","44253"
"25.11.2018 01:45 - 25.11.2018 02:00","43594","44042"
"25.11.2018 02:00 - 25.11.2018 02:15","43305","44047"
"25.11.2018 02:15 - 25.11.2018 02:30","43016","43893"
"25.11.2018 02:30 - 25.11.2018 02:45","42917","43844"
"25.11.2018 02:45 - 25.11.2018 03:00","42894","43575"
"25.11.2018 03:00 - 25.11.2018 03:15","42908","43633"
"25.11.2018 03:15 - 25.11.2018 03:30","42841","43851"
"25.11.2018 03:30 - 25.11.2018 03:45","42758","43806"
"25.11.2018 03:45 - 25.11.2018 04:00","42735","43704"
"25.11.2018 04:00 - 25.11.2018 04:15","42850","43678"
"25.11.2018 04:15 - 25.11.2018 04:30","42858","43743"
"25.11.2018 04:30 - 25.11.2018 04:45","42870","43752"
"25.11.2018 04:45 - 25.11.2018 05:00","42802","43714"
"25.11.2018 05:00 - 25.11.2018 05:15","42990","43801"
"25.11.2018 05:15 - 25.11.2018 05:30","42871","43586"
"25.11.2018 05:30 - 25.11.2018 05:45","42909","43441"
"25.11.2018 05:45 - 25.11.2018 06:00","42914","42964"
"25.11.2018 06:00 - 25.11.2018 06:15","42842","42743"
"25.11.2018 06:15 - 25.11.2018 06:30","43381","42999"
"25.11.2018 06:30 - 25.11.2018 06:45","43878","43238"
"25.11.2018 06:45 - 25.11.2018 07:00","44407","43273"
"25.11.2018 07:00 - 25.11.2018 07:15","44914","43920"
"25.11.2018 07:15 - 25.11.2018 07:30","45312","44202"
"25.11.2018 07:30 - 25.11.2018 07:45","46421","44625"
"25.11.2018 07:45 - 25.11.2018 08:00","47240","45244"
"25.11.2018 08:00 - 25.11.2018 08:15","48243","46514"
"25.11.2018 08:15 - 25.11.2018 08:30","48770","47412"
"25.11.2018 08:30 - 25.11.2018 08:45","49856","48381"
"25.11.2018 08:45 - 25.11.2018 09:00","50581","49083"
"25.11.2018 09:00 - 25.11.2018 09:15","51295","49703"
"25.11.2018 09:15 - 25.11.2018 09:30","52340","50521"
"25.11.2018 09:30 - 25.11.2018 09:45","52711","50912"
"25.11.2018 09:45 - 25.11.2018 10:00","53197","51578"
"25.11.2018 10:00 - 25.11.2018 10:15","53853","52573"
"25.11.2018 10:15 - 25.11.2018 10:30","54226","53359"
"25.11.2018 10:30 - 25.11.2018 10:45","54370","54198"
"25.11.2018 10:45 - 25.11.2018 11:00","54939","54811"
"25.11.2018 11:00 - 25.11.2018 11:15","55307","55546"
"25.11.2018 11:15 - 25.11.2018 11:30","55902","56489"
"25.11.2018 11:30 - 25.11.2018 11:45","56409","57324"
"25.11.2018 11:45 - 25.11.2018 12:00","56149","57350"
"25.11.2018 12:00 - 25.11.2018 12:15","55627","57548"
"25.11.2018 12:15 - 25.11.2018 12:30","55778","57233"
"25.11.2018 12:30 - 25.11.2018 12:45","54978","56877"
"25.11.2018 12:45 - 25.11.2018 13:00","54634","56278"
"25.11.2018 13:00 - 25.11.2018 13:15","54355","56092"
"25.11.2018 13:15 - 25.11.2018 13:30","53676","55510"
"25.11.2018 13:30 - 25.11.2018 13:45","53533","55176"
"25.11.2018 13:45 - 25.11.2018 14:00","52833","54089"
"25.11.2018 14:00 - 25.11.2018 14:15","52636","54064"
"25.11.2018 14:15 - 25.11.2018 14:30","51940","53971"
"25.11.2018 14:30 - 25.11.2018 14:45","51984","53724"
"25.11.2018 14:45 - 25.11.2018 15:00","52330","53509"
"25.11.2018 15:00 - 25.11.2018 15:15","52390","53667"
"25.11.2018 15:15 - 25.11.2018 15:30","51944","53763"
"25.11.2018 15:30 - 25.11.2018 15:45","52121","53813"
"25.11.2018 15:45 - 25.11.2018 16:00","52209","53938"
"25.11.2018 16:00 - 25.11.2018 16:15","52982","54465"
"25.11.2018 16:15 - 25.11.2018 16:30","53471","55185"
"25.11.2018 16:30 - 25.11.2018 16:45","54037","56458"
"25.11.2018 16:45 - 25.11.2018 17:00","55144","57839"
"25.11.2018 17:00 - 25.11.2018 17:15","56750","58786"
"25.11.2018 17:15 - 25.11.2018 17:30","57215","59281"
"25.11.2018 17:30 - 25.11.2018 17:45","57981","59519"
"25.11.2018 17:45 - 25.11.2018 18:00","58173","60156"
"25.11.2018 18:00 - 25.11.2018 18:15","58379","60329"
"25.11.2018 18:15 - 25.11.2018 18:30","58282","60016"
"25.11.2018 18:30 - 25.11.2018 18:45","58228","59594"
"25.11.2018 18:45 - 25.11.2018 19:00","57705","59603"
"25.11.2018 19:00 - 25.11.2018 19:15","57595","59522"
"25.11.2018 19:15 - 25.11.2018 19:30","57284","59054"
"25.11.2018 19:30 - 25.11.2018 19:45","56976","58520"
"25.11.2018 19:45 - 25.11.2018 20:00","56068","57857"
"25.11.2018 20:00 - 25.11.2018 20:15","55618","57140"
"25.11.2018 20:15 - 25.11.2018 20:30","54777","56124"
"25.11.2018 20:30 - 25.11.2018 20:45","53774","55159"
"25.11.2018 20:45 - 25.11.2018 21:00","53519","54377"
"25.11.2018 21:00 - 25.11.2018 21:15","52690","54183"
"25.11.2018 21:15 - 25.11.2018 21:30","52406","53988"
"25.11.2018 21:30 - 25.11.2018 21:45","52518","53554"
"25.11.2018 21:45 - 25.11.2018 22:00","52537","53399"
"25.11.2018 22:00 - 25.11.2018 22:15","53054","54277"
"25.11.2018 22:15 - 25.11.2018 22:30","51991","54243"
"25.11.2018 22:30 - 25.11.2018 22:45","51832","53638"
"25.11.2018 22:45 - 25.11.2018 23:00","50635","53225"
"25.11.2018 23:00 - 25.11.2018 23:15","49860","52359"
"25.11.2018 23:15 - 25.11.2018 23:30","48980","51500"
"25.11.2018 23:30 - 25.11.2018 23:45","47932","50918"
"25.11.2018 23:45 - 26.11.2018 00:00","47342","50125"
"26.11.2018 00:00 - 26.11.2018 00:15","48604","49453"
"26.11.2018 00:15 - 26.11.2018 00:30","47969","48674"
"26.11.2018 00:30 - 26.11.2018 00:45","47448","48670"
"26.11.2018 00:45 - 26.11.2018 01:00","47087","48324"
"26.11.2018 01:00 - 26.11.2018 01:15","46818","47926"
"26.11.2018 01:15 - 26.11.2018 01:30","46127","47526"
"26.11.2018 01:30 - 26.11.2018 01:45","46286","47438"
"26.11.2018 01:45 - 26.11.2018 02:00","45955","47421"
"26.11.2018 02:00 - 26.11.2018 02:15","45755","46857"
"26.11.2018 02:15 - 26.11.2018 02:30","45496","46845"
"26.11.2018 02:30 - 26.11.2018 02:45","45819","46756"
"26.11.2018 02:45 - 26.11.2018 03:00","45815","46514"
"26.11.2018 03:00 - 26.11.2018 03:15","45799","45953"
"26.11.2018 03:15 - 26.11.2018 03:30","45863","46130"
"26.11.2018 03:30 - 26.11.2018 03:45","46016","46162"
"26.11.2018 03:45 - 26.11.2018 04:00","46418","46270"
"26.11.2018 04:00 - 26.11.2018 04:15","47072","47043"
"26.11.2018 04:15 - 26.11.2018 04:30","47323","47594"
"26.11.2018 04:30 - 26.11.2018 04:45","47879","48051"
"26.11.2018 04:45 - 26.11.2018 05:00","48502","48755"
"26.11.2018 05:00 - 26.11.2018 05:15","49679","50849"
"26.11.2018 05:15 - 26.11.2018 05:30","50459","51782"
"26.11.2018 05:30 - 26.11.2018 05:45","51914","53134"
"26.11.2018 05:45 - 26.11.2018 06:00","53598","54665"
"26.11.2018 06:00 - 26.11.2018 06:15","56434","58053"
"26.11.2018 06:15 - 26.11.2018 06:30","59315","60577"
"26.11.2018 06:30 - 26.11.2018 06:45","61198","62677"
"26.11.2018 06:45 - 26.11.2018 07:00","62780","64712"
"26.11.2018 07:00 - 26.11.2018 07:15","64785","66249"
"26.11.2018 07:15 - 26.11.2018 07:30","65470","67637"
"26.11.2018 07:30 - 26.11.2018 07:45","66168","68439"
"26.11.2018 07:45 - 26.11.2018 08:00","66728","68468"
"26.11.2018 08:00 - 26.11.2018 08:15","68195","69479"
"26.11.2018 08:15 - 26.11.2018 08:30","68172","69898"
"26.11.2018 08:30 - 26.11.2018 08:45","68541","70237"
"26.11.2018 08:45 - 26.11.2018 09:00","68820","70496"
"26.11.2018 09:00 - 26.11.2018 09:15","68366","70971"
"26.11.2018 09:15 - 26.11.2018 09:30","69101","71450"
"26.11.2018 09:30 - 26.11.2018 09:45","69045","71592"
"26.11.2018 09:45 - 26.11.2018 10:00","69525","71593"
"26.11.2018 10:00 - 26.11.2018 10:15","70011","71763"
"26.11.2018 10:15 - 26.11.2018 10:30","70020","71969"
"26.11.2018 10:30 - 26.11.2018 10:45","70443","72389"
"26.11.2018 10:45 - 26.11.2018 11:00","70544","72304"
"26.11.2018 11:00 - 26.11.2018 11:15","71037","72249"
"26.11.2018 11:15 - 26.11.2018 11:30","71573","72537"
"26.11.2018 11:30 - 26.11.2018 11:45","71719","72757"
"26.11.2018 11:45 - 26.11.2018 12:00","72143","72796"
"26.11.2018 12:00 - 26.11.2018 12:15","70766","72217"
"26.11.2018 12:15 - 26.11.2018 12:30","70885","72106"
"26.11.2018 12:30 - 26.11.2018 12:45","70917","72198"
"26.11.2018 12:45 - 26.11.2018 13:00","70622","71936"
"26.11.2018 13:00 - 26.11.2018 13:15","70695","72040"
"26.11.2018 13:15 - 26.11.2018 13:30","70320","71866"
"26.11.2018 13:30 - 26.11.2018 13:45","69540","71420"
"26.11.2018 13:45 - 26.11.2018 14:00","69258","70730"
"26.11.2018 14:00 - 26.11.2018 14:15","69199","70764"
"26.11.2018 14:15 - 26.11.2018 14:30","69008","70697"
"26.11.2018 14:30 - 26.11.2018 14:45","68887","70759"
"26.11.2018 14:45 - 26.11.2018 15:00","67938","70415"
"26.11.2018 15:00 - 26.11.2018 15:15","66957","70505"
"26.11.2018 15:15 - 26.11.2018 15:30","68323","70192"
"26.11.2018 15:30 - 26.11.2018 15:45","68109","70196"
"26.11.2018 15:45 - 26.11.2018 16:00","67756","70241"
"26.11.2018 16:00 - 26.11.2018 16:15","68026","69954"
"26.11.2018 16:15 - 26.11.2018 16:30","67069","70405"
"26.11.2018 16:30 - 26.11.2018 16:45","68007","71126"
"26.11.2018 16:45 - 26.11.2018 17:00","68970","71899"
"26.11.2018 17:00 - 26.11.2018 17:15","69892","72245"
"26.11.2018 17:15 - 26.11.2018 17:30","70179","72257"
"26.11.2018 17:30 - 26.11.2018 17:45","70262","72670"
"26.11.2018 17:45 - 26.11.2018 18:00","70708","72472"
"26.11.2018 18:00 - 26.11.2018 18:15","70488","72200"
"26.11.2018 18:15 - 26.11.2018 18:30","69963","71875"
"26.11.2018 18:30 - 26.11.2018 18:45","70209","71535"
"26.11.2018 18:45 - 26.11.2018 19:00","69617","71324"
"26.11.2018 19:00 - 26.11.2018 19:15","69290","70904"
"26.11.2018 19:15 - 26.11.2018 19:30","68802","70392"
"26.11.2018 19:30 - 26.11.2018 19:45","68694","70086"
"26.11.2018 19:45 - 26.11.2018 20:00","67729","69231"
"26.11.2018 20:00 - 26.11.2018 20:15","66706","68111"
"26.11.2018 20:15 - 26.11.2018 20:30","65128","66857"
"26.11.2018 20:30 - 26.11.2018 20:45","64479","65879"
"26.11.2018 20:45 - 26.11.2018 21:00","63907","64676"
"26.11.2018 21:00 - 26.11.2018 21:15","62429","63923"
"26.11.2018 21:15 - 26.11.2018 21:30","61979","63234"
"26.11.2018 21:30 - 26.11.2018 21:45","62019","62272"
"26.11.2018 21:45 - 26.11.2018 22:00","60521","61305"
"26.11.2018 22:00 - 26.11.2018 22:15","60615","61840"
"26.11.2018 22:15 - 26.11.2018 22:30","58810","61004"
"26.11.2018 22:30 - 26.11.2018 22:45","58543","59720"
"26.11.2018 22:45 - 26.11.2018 23:00","57074","58790"
"26.11.2018 23:00 - 26.11.2018 23:15","56189","57595"
"26.11.2018 23:15 - 26.11.2018 23:30","55019","56637"
"26.11.2018 23:30 - 26.11.2018 23:45","53456","55429"
"26.11.2018 23:45 - 27.11.2018 00:00","52826","54546"
"27.11.2018 00:00 - 27.11.2018 00:15","52893","53278"
"27.11.2018 00:15 - 27.11.2018 00:30","52277","52595"
"27.11.2018 00:30 - 27.11.2018 00:45","51838","52731"
"27.11.2018 00:45 - 27.11.2018 01:00","51399","51929"
"27.11.2018 01:00 - 27.11.2018 01:15","50904","51239"
"27.11.2018 01:15 - 27.11.2018 01:30","50138","51243"
"27.11.2018 01:30 - 27.11.2018 01:45","50243","50812"
"27.11.2018 01:45 - 27.11.2018 02:00","49795","50507"
"27.11.2018 02:00 - 27.11.2018 02:15","49485","50382"
"27.11.2018 02:15 - 27.11.2018 02:30","49226","50062"
"27.11.2018 02:30 - 27.11.2018 02:45","49404","50288"
"27.11.2018 02:45 - 27.11.2018 03:00","49494","50200"
"27.11.2018 03:00 - 27.11.2018 03:15","49396","50770"
"27.11.2018 03:15 - 27.11.2018 03:30","49485","51177"
"27.11.2018 03:30 - 27.11.2018 03:45","49790","51221"
"27.11.2018 03:45 - 27.11.2018 04:00","49708","51400"
"27.11.2018 04:00 - 27.11.2018 04:15","50260","51723"
"27.11.2018 04:15 - 27.11.2018 04:30","50390","51738"
"27.11.2018 04:30 - 27.11.2018 04:45","50888","51999"
"27.11.2018 04:45 - 27.11.2018 05:00","51520","52724"
"27.11.2018 05:00 - 27.11.2018 05:15","52265","53863"
"27.11.2018 05:15 - 27.11.2018 05:30","53075","54255"
"27.11.2018 05:30 - 27.11.2018 05:45","54052","55394"
"27.11.2018 05:45 - 27.11.2018 06:00","55461","56959"
"27.11.2018 06:00 - 27.11.2018 06:15","57822","58887"
"27.11.2018 06:15 - 27.11.2018 06:30","60102","61368"
"27.11.2018 06:30 - 27.11.2018 06:45","61946","63472"
"27.11.2018 06:45 - 27.11.2018 07:00","63656","65450"
"27.11.2018 07:00 - 27.11.2018 07:15","65506","66705"
"27.11.2018 07:15 - 27.11.2018 07:30","66828","67578"
"27.11.2018 07:30 - 27.11.2018 07:45","67715","68536"
"27.11.2018 07:45 - 27.11.2018 08:00","68419","68665"
"27.11.2018 08:00 - 27.11.2018 08:15","69617","69313"
"27.11.2018 08:15 - 27.11.2018 08:30","69656","69661"
"27.11.2018 08:30 - 27.11.2018 08:45","70177","69857"
"27.11.2018 08:45 - 27.11.2018 09:00","70262","69748"
"27.11.2018 09:00 - 27.11.2018 09:15","69693","69544"
"27.11.2018 09:15 - 27.11.2018 09:30","70406","69708"
"27.11.2018 09:30 - 27.11.2018 09:45","70052","70101"
"27.11.2018 09:45 - 27.11.2018 10:00","70754","70054"
"27.11.2018 10:00 - 27.11.2018 10:15","71057","70251"
"27.11.2018 10:15 - 27.11.2018 10:30","70990","70506"
"27.11.2018 10:30 - 27.11.2018 10:45","71371","70474"
"27.11.2018 10:45 - 27.11.2018 11:00","71514","70585"
"27.11.2018 11:00 - 27.11.2018 11:15","71953","70666"
"27.11.2018 11:15 - 27.11.2018 11:30","72375","70881"
"27.11.2018 11:30 - 27.11.2018 11:45","72360","71082"
"27.11.2018 11:45 - 27.11.2018 12:00","72082","71116"
"27.11.2018 12:00 - 27.11.2018 12:15","71362","70706"
"27.11.2018 12:15 - 27.11.2018 12:30","71497","70783"
"27.11.2018 12:30 - 27.11.2018 12:45","71533","70924"
"27.11.2018 12:45 - 27.11.2018 13:00","71419","71020"
"27.11.2018 13:00 - 27.11.2018 13:15","71618","70995"
"27.11.2018 13:15 - 27.11.2018 13:30","71362","70842"
"27.11.2018 13:30 - 27.11.2018 13:45","71023","70547"
"27.11.2018 13:45 - 27.11.2018 14:00","70159","70333"
"27.11.2018 14:00 - 27.11.2018 14:15","69995","70231"
"27.11.2018 14:15 - 27.11.2018 14:30","69879","70157"
"27.11.2018 14:30 - 27.11.2018 14:45","69897","70100"
"27.11.2018 14:45 - 27.11.2018 15:00","69518","69946"
"27.11.2018 15:00 - 27.11.2018 15:15","69496","69710"
"27.11.2018 15:15 - 27.11.2018 15:30","69448","69579"
"27.11.2018 15:30 - 27.11.2018 15:45","69124","69575"
"27.11.2018 15:45 - 27.11.2018 16:00","68753","69670"
"27.11.2018 16:00 - 27.11.2018 16:15","68915","69965"
"27.11.2018 16:15 - 27.11.2018 16:30","68723","70353"
"27.11.2018 16:30 - 27.11.2018 16:45","68554","71382"
"27.11.2018 16:45 - 27.11.2018 17:00","69739","72222"
"27.11.2018 17:00 - 27.11.2018 17:15","70321","72559"
"27.11.2018 17:15 - 27.11.2018 17:30","70519","72917"
"27.11.2018 17:30 - 27.11.2018 17:45","70391","72934"
"27.11.2018 17:45 - 27.11.2018 18:00","70867","72820"
"27.11.2018 18:00 - 27.11.2018 18:15","70548","72456"
"27.11.2018 18:15 - 27.11.2018 18:30","70461","71856"
"27.11.2018 18:30 - 27.11.2018 18:45","70187","71748"
"27.11.2018 18:45 - 27.11.2018 19:00","69588","71724"
"27.11.2018 19:00 - 27.11.2018 19:15","69290","72005"
"27.11.2018 19:15 - 27.11.2018 19:30","68960","71481"
"27.11.2018 19:30 - 27.11.2018 19:45","68772","70647"
"27.11.2018 19:45 - 27.11.2018 20:00","67572","70022"
"27.11.2018 20:00 - 27.11.2018 20:15","66818","69328"
"27.11.2018 20:15 - 27.11.2018 20:30","65450","68490"
"27.11.2018 20:30 - 27.11.2018 20:45","64712","67482"
"27.11.2018 20:45 - 27.11.2018 21:00","64123","66638"
"27.11.2018 21:00 - 27.11.2018 21:15","62963","65974"
"27.11.2018 21:15 - 27.11.2018 21:30","62337","65285"
"27.11.2018 21:30 - 27.11.2018 21:45","62152","64675"
"27.11.2018 21:45 - 27.11.2018 22:00","61138","63688"
"27.11.2018 22:00 - 27.11.2018 22:15","61154","63745"
"27.11.2018 22:15 - 27.11.2018 22:30","59391","63022"
"27.11.2018 22:30 - 27.11.2018 22:45","59127","61730"
"27.11.2018 22:45 - 27.11.2018 23:00","57449","60851"
"27.11.2018 23:00 - 27.11.2018 23:15","56627","60122"
"27.11.2018 23:15 - 27.11.2018 23:30","55372","59196"
"27.11.2018 23:30 - 27.11.2018 23:45","53938","58319"
"27.11.2018 23:45 - 28.11.2018 00:00","53388","57436"
"28.11.2018 00:00 - 28.11.2018 00:15","51412","56009"
"28.11.2018 00:15 - 28.11.2018 00:30","50600","55372"
"28.11.2018 00:30 - 28.11.2018 00:45","50165","55005"
"28.11.2018 00:45 - 28.11.2018 01:00","49779","54779"
"28.11.2018 01:00 - 28.11.2018 01:15","49282","54261"
"28.11.2018 01:15 - 28.11.2018 01:30","48643","53779"
"28.11.2018 01:30 - 28.11.2018 01:45","48553","53410"
"28.11.2018 01:45 - 28.11.2018 02:00","48218","53324"
"28.11.2018 02:00 - 28.11.2018 02:15","47819","53142"
"28.11.2018 02:15 - 28.11.2018 02:30","47589","53030"
"28.11.2018 02:30 - 28.11.2018 02:45","47789","53371"
"28.11.2018 02:45 - 28.11.2018 03:00","47936","53762"
"28.11.2018 03:00 - 28.11.2018 03:15","48195","53630"
"28.11.2018 03:15 - 28.11.2018 03:30","48394","53614"
"28.11.2018 03:30 - 28.11.2018 03:45","48549","53701"
"28.11.2018 03:45 - 28.11.2018 04:00","48689","53745"
"28.11.2018 04:00 - 28.11.2018 04:15","49197","54054"
"28.11.2018 04:15 - 28.11.2018 04:30","49378","54097"
"28.11.2018 04:30 - 28.11.2018 04:45","49774","54729"
"28.11.2018 04:45 - 28.11.2018 05:00","50280","55142"
"28.11.2018 05:00 - 28.11.2018 05:15","51307","57103"
"28.11.2018 05:15 - 28.11.2018 05:30","51878","57955"
"28.11.2018 05:30 - 28.11.2018 05:45","53023","59238"
"28.11.2018 05:45 - 28.11.2018 06:00","54470","60396"
"28.11.2018 06:00 - 28.11.2018 06:15","57111","63567"
"28.11.2018 06:15 - 28.11.2018 06:30","59553","66152"
"28.11.2018 06:30 - 28.11.2018 06:45","61483","68320"
"28.11.2018 06:45 - 28.11.2018 07:00","63097","69950"
"28.11.2018 07:00 - 28.11.2018 07:15","65059","71465"
"28.11.2018 07:15 - 28.11.2018 07:30","65543","72603"
"28.11.2018 07:30 - 28.11.2018 07:45","66403","73069"
"28.11.2018 07:45 - 28.11.2018 08:00","66817","73261"
"28.11.2018 08:00 - 28.11.2018 08:15","67899","74026"
"28.11.2018 08:15 - 28.11.2018 08:30","68066","74272"
"28.11.2018 08:30 - 28.11.2018 08:45","68415","74700"
"28.11.2018 08:45 - 28.11.2018 09:00","68610","74675"
"28.11.2018 09:00 - 28.11.2018 09:15","68422","73947"
"28.11.2018 09:15 - 28.11.2018 09:30","68888","74104"
"28.11.2018 09:30 - 28.11.2018 09:45","68935","74344"
"28.11.2018 09:45 - 28.11.2018 10:00","69341","74451"
"28.11.2018 10:00 - 28.11.2018 10:15","69381","74687"
"28.11.2018 10:15 - 28.11.2018 10:30","69450","75037"
"28.11.2018 10:30 - 28.11.2018 10:45","69791","75283"
"28.11.2018 10:45 - 28.11.2018 11:00","69905","75375"
"28.11.2018 11:00 - 28.11.2018 11:15","70537","75057"
"28.11.2018 11:15 - 28.11.2018 11:30","70999","75568"
"28.11.2018 11:30 - 28.11.2018 11:45","71193","75649"
"28.11.2018 11:45 - 28.11.2018 12:00","71067","75710"
"28.11.2018 12:00 - 28.11.2018 12:15","70537","75012"
"28.11.2018 12:15 - 28.11.2018 12:30","70553","74616"
"28.11.2018 12:30 - 28.11.2018 12:45","70416","74871"
"28.11.2018 12:45 - 28.11.2018 13:00","70706","74949"
"28.11.2018 13:00 - 28.11.2018 13:15","70612","75361"
"28.11.2018 13:15 - 28.11.2018 13:30","70239","75297"
"28.11.2018 13:30 - 28.11.2018 13:45","69762","75439"
"28.11.2018 13:45 - 28.11.2018 14:00","69353","74561"
"28.11.2018 14:00 - 28.11.2018 14:15","69110","74521"
"28.11.2018 14:15 - 28.11.2018 14:30","68879","74712"
"28.11.2018 14:30 - 28.11.2018 14:45","68932","74736"
"28.11.2018 14:45 - 28.11.2018 15:00","68532","74425"
"28.11.2018 15:00 - 28.11.2018 15:15","68189","74852"
"28.11.2018 15:15 - 28.11.2018 15:30","68316","74293"
"28.11.2018 15:30 - 28.11.2018 15:45","68117","74129"
"28.11.2018 15:45 - 28.11.2018 16:00","67981","74115"
"28.11.2018 16:00 - 28.11.2018 16:15","68453","74178"
"28.11.2018 16:15 - 28.11.2018 16:30","68082","74806"
"28.11.2018 16:30 - 28.11.2018 16:45","68121","75735"
"28.11.2018 16:45 - 28.11.2018 17:00","69407","76874"
"28.11.2018 17:00 - 28.11.2018 17:15","69843","77413"
"28.11.2018 17:15 - 28.11.2018 17:30","69954","77702"
"28.11.2018 17:30 - 28.11.2018 17:45","69906","78007"
"28.11.2018 17:45 - 28.11.2018 18:00","70120","78303"
"28.11.2018 18:00 - 28.11.2018 18:15","69743","77736"
"28.11.2018 18:15 - 28.11.2018 18:30","69431","77583"
"28.11.2018 18:30 - 28.11.2018 18:45","69505","77360"
"28.11.2018 18:45 - 28.11.2018 19:00","69020","77201"
"28.11.2018 19:00 - 28.11.2018 19:15","68743","76881"
"28.11.2018 19:15 - 28.11.2018 19:30","68328","76231"
"28.11.2018 19:30 - 28.11.2018 19:45","68042","75653"
"28.11.2018 19:45 - 28.11.2018 20:00","67196","74873"
"28.11.2018 20:00 - 28.11.2018 20:15","66298","72650"
"28.11.2018 20:15 - 28.11.2018 20:30","64984","71126"
"28.11.2018 20:30 - 28.11.2018 20:45","64216","70102"
"28.11.2018 20:45 - 28.11.2018 21:00","63452","69463"
"28.11.2018 21:00 - 28.11.2018 21:15","62490","67639"
"28.11.2018 21:15 - 28.11.2018 21:30","61808","66901"
"28.11.2018 21:30 - 28.11.2018 21:45","61272","66088"
"28.11.2018 21:45 - 28.11.2018 22:00","60488","65610"
"28.11.2018 22:00 - 28.11.2018 22:15","60397","65483"
"28.11.2018 22:15 - 28.11.2018 22:30","59119","64076"
"28.11.2018 22:30 - 28.11.2018 22:45","58493","62816"
"28.11.2018 22:45 - 28.11.2018 23:00","57008","61769"
"28.11.2018 23:00 - 28.11.2018 23:15","55953","60524"
"28.11.2018 23:15 - 28.11.2018 23:30","54819","59280"
"28.11.2018 23:30 - 28.11.2018 23:45","53648","58242"
"28.11.2018 23:45 - 29.11.2018 00:00","52811","57603"
"29.11.2018 00:00 - 29.11.2018 00:15","53726","57154"
"29.11.2018 00:15 - 29.11.2018 00:30","52981","56467"
"29.11.2018 00:30 - 29.11.2018 00:45","52610","55945"
"29.11.2018 00:45 - 29.11.2018 01:00","52209","55177"
"29.11.2018 01:00 - 29.11.2018 01:15","51806","54600"
"29.11.2018 01:15 - 29.11.2018 01:30","50866","54090"
"29.11.2018 01:30 - 29.11.2018 01:45","51186","53361"
"29.11.2018 01:45 - 29.11.2018 02:00","50687","53417"
"29.11.2018 02:00 - 29.11.2018 02:15","50372","53209"
"29.11.2018 02:15 - 29.11.2018 02:30","49914","52921"
"29.11.2018 02:30 - 29.11.2018 02:45","50464","53114"
"29.11.2018 02:45 - 29.11.2018 03:00","50534","53212"
"29.11.2018 03:00 - 29.11.2018 03:15","50354","53227"
"29.11.2018 03:15 - 29.11.2018 03:30","50598","53223"
"29.11.2018 03:30 - 29.11.2018 03:45","50697","53517"
"29.11.2018 03:45 - 29.11.2018 04:00","50691","53476"
"29.11.2018 04:00 - 29.11.2018 04:15","51474","53805"
"29.11.2018 04:15 - 29.11.2018 04:30","51352","54220"
"29.11.2018 04:30 - 29.11.2018 04:45","52128","54770"
"29.11.2018 04:45 - 29.11.2018 05:00","52716","55257"
"29.11.2018 05:00 - 29.11.2018 05:15","53506","56214"
